Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,X1stFlrSF,X2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,X3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
61,20,4,63,13072,Pave,3,Reg,Lvl,1,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2004,2004,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,1,941,6,0,217,1158,GasA,Ex,Y,5,1158,0,0,1158,1,0,1,1,3,1,3,5,6,0,6,6,2006,3,2,576,4,4,Y,0,50,0,0,0,0,4,5,5,0,5,2006,2,Partial,158000
62,75,5,60,7200,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,2,2,3,0,TA,TA,BrkTil,4,1,4,6,0,6,0,530,530,GasA,TA,N,5,581,530,0,1111,0,0,1,0,3,1,2,6,6,0,6,6,1935,3,1,288,4,4,N,0,0,144,0,0,0,4,5,5,0,3,2007,1,Normal,101000
63,120,4,44,6442,Pave,3,IR1,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,5,2006,2006,Gable,CompShg,1,1,4,178,Gd,TA,PConc,3,2,3,3,24,6,0,1346,1370,GasA,Ex,Y,5,1370,0,0,1370,0,0,2,0,2,1,3,6,6,1,3,2,2006,2,2,484,4,4,Y,120,49,0,0,0,0,4,5,5,0,10,2007,1,Normal,202500
64,70,5,50,10300,Pave,3,IR1,Bnk,1,Inside,Gtl,OldTown,RRAn,Feedr,1Fam,2Story,7,6,1921,1950,Gable,CompShg,10,9,3,0,TA,TA,BrkTil,4,4,4,6,0,6,0,576,576,GasA,Gd,Y,5,902,808,0,1710,0,0,2,0,3,1,4,9,6,0,6,6,1990,3,2,480,4,4,Y,12,11,64,0,0,0,4,1,5,0,4,2010,1,Normal,140000
65,60,4,,9375,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1997,1998,Gable,CompShg,1,1,2,573,TA,TA,PConc,3,4,4,3,739,6,0,318,1057,GasA,Ex,Y,5,1057,977,0,2034,1,0,2,1,3,1,3,8,6,0,6,2,1998,2,2,645,4,4,Y,576,36,0,0,0,0,4,1,5,0,2,2009,1,Normal,219500
66,60,4,76,9591,Pave,3,Reg,Lvl,1,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2005,Gable,CompShg,1,1,2,344,Gd,TA,PConc,1,4,2,6,0,6,0,1143,1143,GasA,Ex,Y,5,1143,1330,0,2473,0,0,2,1,4,1,3,9,6,1,3,4,2004,2,3,852,4,4,Y,192,151,0,0,0,0,4,5,5,0,10,2007,1,Normal,317000
67,20,4,,19900,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,PosA,Norm,1Fam,1Story,7,5,1970,1989,Gable,CompShg,8,5,2,287,TA,TA,CBlock,3,4,1,3,912,6,0,1035,1947,GasA,TA,Y,5,2207,0,0,2207,1,0,2,0,3,1,4,7,3,1,3,2,1970,2,2,576,4,4,Y,301,0,0,0,0,0,4,5,5,0,7,2010,1,Normal,180000
68,20,4,72,10665,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2003,2003,Gable,CompShg,1,1,2,167,Gd,TA,PConc,3,4,2,3,1013,6,0,440,1453,GasA,Ex,Y,5,1479,0,0,1479,1,0,2,0,3,1,3,7,6,0,6,2,2003,2,2,558,4,4,Y,144,29,0,0,0,0,4,5,5,0,6,2007,1,Normal,226000
69,30,5,47,4608,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Artery,Norm,1Fam,1Story,4,6,1945,1950,Gable,CompShg,2,2,3,0,TA,Gd,CBlock,4,4,4,6,0,6,0,747,747,GasA,TA,Y,5,747,0,0,747,0,0,1,0,2,1,4,4,6,0,6,2,1945,3,1,220,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2010,1,Normal,80000
70,50,4,81,15593,Pave,3,Reg,Lvl,1,Corner,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,7,4,1953,1953,Gable,CompShg,5,10,3,0,Gd,TA,CBlock,4,4,4,2,603,6,0,701,1304,GasW,TA,Y,5,1304,983,0,2287,0,0,2,0,3,1,4,7,6,1,4,2,1953,1,2,667,4,4,Y,0,21,114,0,0,0,4,5,5,0,7,2006,1,Normal,225000
71,20,4,95,13651,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,8,5,2,1115,TA,Gd,CBlock,3,4,1,1,1880,6,0,343,2223,GasA,Ex,Y,5,2223,0,0,2223,1,0,2,0,3,1,4,8,6,2,3,2,1973,1,2,516,4,4,Y,300,0,0,0,0,0,4,5,5,0,2,2007,1,Normal,244000
72,20,4,69,7599,Pave,3,Reg,Lvl,1,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,4,6,1982,2006,Gable,CompShg,4,5,3,0,TA,TA,CBlock,4,4,4,1,565,6,0,280,845,GasA,TA,Y,5,845,0,0,845,1,0,1,0,2,1,4,4,6,0,6,6,1987,3,2,360,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2007,1,Normal,129500
73,60,4,74,10141,Pave,3,IR1,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,1,1,2,40,TA,TA,PConc,3,4,4,6,0,6,0,832,832,GasA,Gd,Y,5,885,833,0,1718,0,0,2,1,3,1,4,7,6,1,4,2,1998,1,2,427,4,4,Y,0,94,0,0,291,0,4,5,5,0,12,2009,1,Normal,185000
74,20,4,85,10200,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,7,1954,2003,Gable,CompShg,3,6,2,104,TA,TA,CBlock,4,4,4,1,320,2,362,404,1086,GasA,Gd,Y,5,1086,0,0,1086,1,0,1,0,3,1,4,6,6,0,6,2,1989,3,2,490,4,4,Y,0,0,0,0,0,0,4,2,5,0,5,2010,1,Normal,144900
75,50,5,60,5790,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,3,6,1915,1950,Gambrel,CompShg,1,1,3,0,Gd,Gd,CBlock,2,4,4,6,0,6,0,840,840,GasA,Gd,N,5,840,765,0,1605,0,0,2,0,3,2,4,8,6,0,6,6,1915,3,1,379,4,4,Y,0,0,202,0,0,0,4,5,5,0,5,2010,1,Normal,107400
76,180,5,21,1596,Pave,3,Reg,Lvl,1,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,SLvl,4,5,1973,1973,Gable,CompShg,7,,3,0,TA,TA,CBlock,3,4,1,3,462,6,0,0,462,GasA,TA,Y,5,526,462,0,988,1,0,1,0,2,1,4,5,6,0,6,4,1973,3,1,297,4,4,Y,120,101,0,0,0,0,4,2,5,0,11,2009,1,Normal,91000
77,20,4,,8475,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,4,7,1956,1956,Gable,CompShg,1,1,3,0,TA,TA,CBlock,4,4,4,1,228,6,0,724,952,GasA,Ex,Y,1,952,0,0,952,0,0,1,0,2,1,4,4,6,0,6,6,1956,3,1,283,4,4,Y,0,0,0,0,0,0,4,5,5,0,4,2008,1,Normal,135750
78,50,5,50,8635,Pave,3,Reg,Lvl,1,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,5,1948,2001,Gable,CompShg,3,6,3,0,TA,TA,CBlock,4,4,4,2,336,3,41,295,672,GasA,TA,Y,5,1072,213,0,1285,1,0,1,0,2,1,4,6,3,0,6,6,1948,3,1,240,4,4,Y,0,0,0,0,0,0,4,3,5,0,1,2008,1,Normal,127000
79,90,4,72,10778,Pave,3,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,Duplex,1Story,4,5,1968,1968,Hip,CompShg,4,4,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,1768,1768,GasA,TA,N,5,1768,0,0,1768,0,0,2,0,4,2,4,8,6,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,5,5,0,4,2010,1,Normal,136500
80,50,5,60,10440,Pave,1,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,5,6,1910,1981,Gable,CompShg,3,6,3,0,TA,TA,PConc,4,4,4,6,0,6,0,440,440,GasA,Gd,Y,5,682,548,0,1230,0,0,1,1,2,1,4,5,6,0,6,6,1966,3,2,440,4,4,Y,74,0,128,0,0,0,4,3,5,0,5,2009,1,Normal,110000
81,60,4,100,13000,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,2Story,6,6,1968,1968,Gable,CompShg,1,1,2,576,TA,Gd,CBlock,3,4,4,5,448,6,0,448,896,GasA,TA,Y,5,1182,960,0,2142,0,0,2,1,4,1,3,8,6,1,3,2,1968,1,1,509,4,4,Y,0,72,0,0,252,0,4,5,5,0,6,2009,1,Normal,193500
82,120,5,32,4500,Pave,3,Reg,Lvl,1,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1998,1998,Hip,CompShg,1,1,2,443,TA,Gd,PConc,1,2,4,3,1201,6,0,36,1237,GasA,Ex,Y,5,1337,0,0,1337,1,0,2,0,2,1,4,5,6,0,6,2,1998,1,2,405,4,4,Y,0,199,0,0,0,0,4,5,5,0,3,2006,1,Normal,153500
83,20,4,78,10206,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,1,1,4,468,TA,TA,PConc,3,4,4,3,33,6,0,1530,1563,GasA,Ex,Y,5,1563,0,0,1563,0,0,2,0,3,1,3,6,6,1,3,2,2007,2,3,758,4,4,Y,144,99,0,0,0,0,4,5,5,0,10,2008,1,Normal,245000
84,20,4,80,8892,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,5,1960,1960,Gable,CompShg,2,2,1,66,TA,TA,CBlock,4,4,4,6,0,6,0,1065,1065,GasA,Gd,Y,5,1065,0,0,1065,0,0,1,1,3,1,4,6,6,0,6,6,1974,3,2,461,4,4,Y,74,0,0,0,0,0,4,5,5,0,7,2007,3,Normal,126500
85,80,4,,8530,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,4,4,2,22,TA,TA,PConc,3,4,4,6,0,6,0,384,384,GasA,Gd,Y,5,804,670,0,1474,0,0,2,1,3,1,4,7,6,1,4,4,1995,1,2,400,4,4,Y,120,72,0,0,0,0,4,5,1,700,5,2009,1,Normal,168500
86,60,4,121,16059,Pave,3,Reg,Lvl,1,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1991,1992,Hip,CompShg,4,4,2,284,Gd,TA,CBlock,3,4,4,6,0,6,0,1288,1288,GasA,Ex,Y,5,1301,1116,0,2417,0,0,2,1,4,1,3,9,6,1,4,2,1991,3,2,462,4,4,Y,127,82,0,0,0,0,4,5,5,0,4,2006,1,Normal,260000
87,60,4,122,11911,Pave,3,IR2,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,2005,2005,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,2,6,0,6,0,684,684,GasA,Ex,Y,5,684,876,0,1560,0,0,2,1,3,1,3,6,6,1,3,4,2005,1,2,400,4,4,Y,100,38,0,0,0,0,4,5,5,0,3,2009,1,Normal,174000
88,160,2,40,3951,Pave,2,Reg,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2009,2009,Gable,CompShg,1,1,4,76,Gd,TA,PConc,3,4,2,6,0,6,0,612,612,GasA,Ex,Y,5,612,612,0,1224,0,0,2,1,2,1,3,4,6,0,6,6,2009,2,2,528,4,4,Y,0,234,0,0,0,0,4,5,5,0,6,2009,2,Partial,164500
89,50,1,105,8470,Pave,3,IR1,Lvl,1,Corner,Gtl,IDOTRR,Feedr,Feedr,1Fam,1.5Fin,3,2,1915,1982,Hip,CompShg,8,5,3,0,Fa,Fa,CBlock,4,1,4,6,0,6,0,1013,1013,GasA,TA,N,5,1013,0,513,1526,0,0,1,0,2,1,2,6,6,0,6,7,,4,0,0,6,6,N,0,0,156,0,0,0,4,3,5,0,10,2009,4,Abnorml,85000
90,20,4,60,8070,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,4,5,1994,1995,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,3,588,6,0,402,990,GasA,Ex,Y,5,990,0,0,990,1,0,1,0,3,1,4,5,6,0,6,7,,4,0,0,6,6,Y,0,0,0,0,0,0,4,5,5,0,8,2007,1,Normal,123600
91,20,4,60,7200,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,4,5,1950,1950,Gable,CompShg,5,6,3,0,TA,TA,Slab,5,5,5,7,0,7,0,0,0,GasA,TA,Y,1,1040,0,0,1040,0,0,1,0,2,1,4,4,6,0,6,6,1950,3,2,420,4,4,Y,0,29,0,0,0,0,4,5,5,0,7,2006,1,Normal,109900
92,20,4,85,8500,Pave,3,Reg,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,5,3,1961,1961,Hip,CompShg,4,4,1,203,TA,TA,CBlock,4,4,4,5,600,6,0,635,1235,GasA,TA,Y,5,1235,0,0,1235,0,0,1,0,2,1,4,6,6,0,6,2,1961,3,2,480,4,4,Y,0,0,0,0,0,0,4,2,5,0,12,2006,1,Abnorml,98600
93,30,4,80,13360,Pave,1,IR1,HLS,1,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,7,1921,2006,Gable,CompShg,3,6,3,0,TA,Gd,BrkTil,3,4,4,1,713,6,0,163,876,GasA,Ex,Y,5,964,0,0,964,1,0,1,0,2,1,4,5,6,0,6,6,1921,3,2,432,4,4,Y,0,0,44,0,0,0,4,5,5,0,8,2009,1,Normal,163500
94,190,1,60,7200,Pave,3,Reg,Lvl,1,Corner,Gtl,OldTown,Norm,Norm,2fmCon,2.5Unf,6,6,1910,1998,Hip,CompShg,2,2,3,0,TA,TA,BrkTil,4,1,3,5,1046,6,0,168,1214,GasW,Ex,N,5,1260,1031,0,2291,0,1,2,0,4,2,4,9,6,1,3,6,1900,3,2,506,4,4,Y,0,0,0,0,99,0,4,5,5,0,11,2007,1,Normal,133900
95,60,4,69,9337,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,1,1,3,0,TA,Gd,PConc,3,4,4,3,648,6,0,176,824,GasA,Ex,Y,5,905,881,0,1786,1,0,2,1,3,1,3,7,6,0,6,2,1997,2,2,684,4,4,Y,0,162,0,0,0,0,4,5,5,0,5,2007,1,Normal,204750
96,60,4,,9765,Pave,3,IR2,Lvl,1,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,8,1993,1993,Gable,CompShg,1,1,2,68,Ex,Gd,PConc,3,2,4,1,310,6,0,370,680,GasA,Gd,Y,5,680,790,0,1470,0,0,2,1,3,1,4,6,6,1,4,4,1993,1,2,420,4,4,Y,232,63,0,0,0,0,4,5,1,480,4,2009,1,Normal,185000
97,20,4,78,10264,Pave,3,IR1,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,1999,1999,Gable,CompShg,1,1,2,183,Gd,TA,PConc,3,4,2,1,1162,6,0,426,1588,GasA,Ex,Y,5,1588,0,0,1588,0,0,2,0,3,1,3,6,6,0,6,2,1999,2,2,472,4,4,Y,158,29,0,0,0,0,4,5,5,0,8,2006,1,Normal,214000
98,20,4,73,10921,Pave,3,Reg,HLS,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1965,1965,Hip,CompShg,4,4,2,48,TA,TA,CBlock,4,4,4,5,520,6,0,440,960,GasA,TA,Y,2,960,0,0,960,1,0,1,0,3,1,4,6,6,0,6,2,1965,1,1,432,4,4,P,120,0,0,0,0,0,4,5,5,0,5,2007,1,Normal,94750
99,30,4,85,10625,Pave,3,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,3,6,3,0,TA,TA,BrkTil,4,4,4,1,108,6,0,350,458,GasA,Fa,N,5,835,0,0,835,0,0,1,0,2,1,4,5,6,0,6,3,1920,3,1,366,2,4,Y,0,0,77,0,0,0,4,5,1,400,5,2010,3,Abnorml,83000
100,20,4,77,9320,Pave,3,IR1,Lvl,1,Inside,Gtl,mes,Norm,Norm,1Fam,1Story,4,5,1959,1959,Gable,CompShg,8,5,3,0,TA,TA,CBlock,4,4,4,1,569,6,0,381,950,GasA,Fa,Y,5,1225,0,0,1225,1,0,1,1,3,1,4,6,6,0,6,7,,4,0,0,6,6,Y,352,0,0,0,0,0,4,5,1,400,1,2010,1,Normal,128950
101,20,4,,10603,Pave,3,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,7,1977,2001,Gable,CompShg,8,5,2,28,TA,TA,PConc,4,4,3,1,1200,6,0,410,1610,GasA,Gd,Y,5,1610,0,0,1610,1,0,2,0,3,1,3,6,6,2,4,2,1977,2,2,480,4,4,Y,168,68,0,0,0,0,4,5,5,0,2,2010,1,Normal,205000
102,60,4,77,9206,Pave,3,Reg,Lvl,1,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1985,1985,Gable,CompShg,4,4,2,336,Gd,TA,CBlock,3,4,4,6,0,6,0,741,741,GasA,TA,Y,5,977,755,0,1732,0,0,2,1,3,1,3,7,6,1,4,2,1985,1,2,476,4,4,Y,192,46,0,0,0,0,4,5,5,0,6,2010,1,Normal,178000
103,90,4,64,7018,Pave,3,Reg,Bnk,1,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,4,4,3,0,TA,Fa,Slab,5,5,5,7,0,7,0,0,0,GasA,TA,Y,5,1535,0,0,1535,0,0,2,0,4,2,4,8,6,0,6,2,1979,3,2,410,4,4,Y,0,0,0,0,0,0,4,5,5,0,6,2009,1,Alloca,118964
104,20,4,94,10402,Pave,3,IR1,Lvl,1,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2009,2009,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,6,0,6,0,1226,1226,GasA,Ex,Y,5,1226,0,0,1226,0,0,2,0,3,1,3,6,6,0,6,2,2009,2,3,740,4,4,Y,0,36,0,0,0,0,4,5,5,0,5,2010,1,Normal,198900
105,50,5,,7758,Pave,3,Reg,Lvl,1,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,7,4,1931,1950,Gable,CompShg,10,9,2,600,TA,Fa,PConc,4,4,4,4,224,6,0,816,1040,GasA,Ex,Y,2,1226,592,0,1818,0,0,1,1,4,1,4,7,6,2,4,6,1951,3,1,240,4,4,Y,0,0,0,0,184,0,4,5,5,0,6,2007,1,Normal,169500
106,60,2,75,9375,Pave,3,Reg,Lvl,1,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,1,1,2,768,Gd,TA,PConc,1,4,4,6,0,6,0,1053,1053,GasA,Ex,Y,5,1053,939,0,1992,0,0,2,1,3,1,3,9,6,1,3,2,2003,2,2,648,4,4,Y,140,45,0,0,0,0,4,5,5,0,8,2008,1,Normal,250000
107,30,5,60,10800,Pave,1,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,4,7,1885,1995,Mansard,CompShg,1,1,3,0,TA,TA,BrkTil,2,4,4,6,0,6,0,641,641,GasA,Gd,Y,5,1047,0,0,1047,0,0,1,0,2,1,4,6,6,0,6,6,1954,3,1,273,2,2,N,0,0,0,0,0,0,4,5,1,450,8,2007,1,Normal,100000
108,20,5,50,6000,Pave,3,Reg,Lvl,1,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,1948,1950,Gable,CompShg,1,1,3,0,TA,TA,CBlock,4,4,4,1,104,2,169,516,789,GasA,Ex,Y,5,789,0,0,789,0,0,1,0,2,1,4,5,6,0,6,6,1948,3,1,250,4,4,Y,0,0,0,0,0,0,4,5,5,0,4,2008,1,Partial,115000
109,50,5,85,8500,Pave,3,Reg,Lvl,1,Corner,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,5,7,1919,2005,Gable,CompShg,7,,3,0,TA,TA,CBlock,4,4,4,6,0,6,0,793,793,GasW,TA,N,2,997,520,0,1517,0,0,2,0,3,1,2,7,6,0,6,7,,4,0,0,6,6,N,0,0,144,0,0,0,4,5,5,0,8,2007,1,Normal,115000
110,20,4,105,11751,Pave,3,IR1,Lvl,1,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1977,1977,Hip,CompShg,8,5,2,480,TA,TA,CBlock,3,4,4,2,705,6,0,1139,1844,GasA,Ex,Y,5,1844,0,0,1844,0,0,2,0,3,1,4,7,6,1,4,2,1977,2,2,546,4,4,Y,0,122,0,0,0,0,4,3,5,0,1,2010,3,Normal,190000
111,50,4,75,9525,Pave,3,Reg,Lvl,1,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,1954,1972,Gable,CompShg,3,6,3,0,TA,TA,CBlock,4,1,4,5,444,6,0,550,994,GasA,Gd,Y,5,1216,639,0,1855,0,0,2,0,4,1,4,7,6,0,6,2,1954,3,1,325,4,4,Y,182,0,0,0,0,0,4,5,5,0,10,2006,1,Normal,136900
112,80,4,,7750,Pave,3,IR1,Lvl,1,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,2000,2000,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,3,250,6,0,134,384,GasA,Ex,Y,5,774,656,0,1430,0,0,2,1,3,1,4,7,6,1,4,4,2000,1,2,400,4,4,Y,180,0,0,0,0,0,4,5,5,0,4,2010,1,Normal,180000
113,60,4,77,9965,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2007,2007,Gable,CompShg,1,1,4,220,Gd,TA,PConc,1,4,2,3,984,6,0,280,1264,GasA,Ex,Y,5,1282,1414,0,2696,1,0,2,1,4,1,1,10,6,1,3,4,2007,1,3,792,4,4,Y,120,184,0,0,168,0,4,5,5,0,10,2007,2,Partial,383970
114,20,4,,21000,Pave,3,Reg,Bnk,1,Corner,Gtl,Crawfor,Norm,Norm,1Fam,1Story,6,5,1953,1953,Hip,CompShg,3,6,2,184,TA,Gd,CBlock,3,4,3,1,35,5,869,905,1809,GasA,TA,Y,5,2259,0,0,2259,1,0,2,0,3,1,3,7,6,2,3,3,1953,3,2,450,4,4,Y,166,120,192,0,0,0,4,3,5,0,10,2007,3,Abnorml,217000
115,70,4,61,7259,Pave,3,IR1,Lvl,1,Inside,Mod,Crawfor,Norm,Norm,1Fam,2Story,6,8,1945,2002,Gambrel,CompShg,3,6,3,0,TA,TA,CBlock,4,4,4,1,774,4,150,104,1028,GasA,Ex,Y,5,1436,884,0,2320,1,0,2,1,3,1,3,9,6,1,4,6,1945,3,1,180,4,4,Y,224,0,0,0,0,0,4,3,5,0,7,2007,1,Normal,259500
116,160,2,34,3230,Pave,2,Reg,Lvl,1,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,1999,1999,Gable,CompShg,2,2,2,1129,TA,TA,PConc,3,4,4,3,419,6,0,310,729,GasA,Gd,Y,5,729,729,0,1458,0,0,2,1,2,1,4,5,6,1,2,6,1999,3,2,440,4,4,Y,0,32,0,0,0,0,4,5,5,0,6,2007,1,Normal,176000
117,20,4,,11616,Pave,3,Reg,Lvl,1,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1962,1962,Gable,CompShg,3,6,2,116,TA,TA,CBlock,4,4,4,4,170,2,670,252,1092,GasA,TA,Y,5,1092,0,0,1092,0,1,1,0,3,1,4,6,6,1,5,2,1962,3,1,288,4,4,Y,0,20,144,0,0,0,4,5,5,0,9,2009,1,Normal,139000
118,20,4,74,8536,Pave,3,Reg,Lvl,1,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,5,2006,2007,Gable,CompShg,1,1,3,0,TA,TA,PConc,3,4,4,6,0,6,0,1125,1125,GasA,Gd,Y,5,1125,0,0,1125,0,0,1,1,2,1,4,5,6,0,6,2,2007,3,2,430,4,4,Y,80,64,0,0,0,0,4,5,5,0,4,2007,2,Partial,155000
119,60,4,90,12376,Pave,3,Reg,Lvl,1,Corner,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1990,1990,Hip,CompShg,8,5,3,0,TA,TA,PConc,3,4,3,3,1470,6,0,203,1673,GasA,Gd,Y,5,1699,1523,0,3222,1,0,3,0,5,1,3,11,6,2,4,2,1990,3,3,594,4,4,Y,367,0,0,0,0,0,4,5,5,0,5,2010,1,Normal,320000
120,60,4,65,8461,Pave,3,Reg,Lvl,1,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,6,5,2005,2006,Gable,CompShg,1,1,3,0,Gd,TA,PConc,3,4,4,6,0,6,0,728,728,GasA,Ex,Y,5,728,728,0,1456,0,0,2,1,3,1,3,8,6,1,3,2,2005,1,2,390,4,4,Y,0,24,0,0,0,0,4,5,5,0,7,2006,2,Partial,163990
121,80,4,,21453,Pave,3,IR1,Low,1,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,SLvl,6,5,1969,1969,Flat,Metal,8,5,3,0,TA,TA,CBlock,4,4,1,1,938,6,0,0,938,GasA,Ex,Y,5,988,0,0,988,1,0,1,0,1,1,4,4,6,2,4,2,1969,3,2,540,4,4,Y,0,130,0,130,0,0,4,5,5,0,10,2006,1,Normal,180000
122,50,5,50,6060,Pave,3,Reg,Lvl,1,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,5,1939,1950,Gable,CompShg,9,10,3,0,TA,TA,PConc,4,4,4,6,0,6,0,732,732,GasA,Gd,Y,5,772,351,0,1123,0,0,1,0,3,1,4,4,6,0,6,6,1979,3,1,264,4,4,P,0,0,140,0,0,0,4,3,5,0,6,2007,1,Normal,100000
123,20,4,75,9464,Pave,3,Reg,Lvl,1,Corner,Gtl,mes,Norm,Norm,1Fam,1Story,6,7,1958,1958,Hip,CompShg,2,2,2,135,TA,Gd,CBlock,4,4,4,2,570,6,0,510,1080,GasA,Gd,Y,5,1080,0,0,1080,0,0,1,0,3,1,4,5,6,0,6,2,1958,3,1,288,4,4,Y,0,0,0,0,130,0,4,5,5,0,6,2008,1,Normal,136000
